Data,Hora,Temp Equip Min (°C),Temp Equip Max (°C),Temp Equip (°C),Umd Equip Min (%),Umd Equip Max (%),Umd Equip (%),Temp Exame Min (°C),Temp Exame Max (°C),Temp Exame (°C),Umd Exame Min (%),Umd Exame Max (%),Umd Exame (%)
24/11/23,12:45:57,1,1,19.8,1,1,43.5,1,1,19.1,1,1,49.1
24/11/23,12:46:09,1,1,19.8,1,1,43.7,1,1,19.1,1,1,49.0
24/11/23,12:46:20,1,1,19.8,1,1,43.7,1,1,19.1,1,1,48.9
24/11/23,12:46:31,1,1,19.8,1,1,43.4,1,1,19.1,1,1,48.8
24/11/23,12:46:42,1,1,19.8,1,1,43.8,1,1,19.1,1,1,48.8
24/11/23,12:46:54,1,1,19.8,1,1,43.6,1,1,19.1,1,1,48.7
24/11/23,12:47:05,1,1,19.8,1,1,43.4,1,1,19.1,1,1,48.7
24/11/23,12:47:16,1,1,19.8,1,1,43.3,1,1,19.1,1,1,48.7
24/11/23,12:47:27,1,1,19.8,1,1,43.3,1,1,19.1,1,1,48.7
24/11/23,12:47:38,1,1,19.8,1,1,43.7,1,1,19.1,1,1,48.7
24/11/23,12:47:50,1,1,19.8,1,1,43.5,1,1,19.1,1,1,48.8
24/11/23,12:48:01,1,1,19.8,1,1,43.1,1,1,19.1,1,1,48.8
24/11/23,12:48:12,1,1,19.8,1,1,43.3,1,1,19.1,1,1,48.8
24/11/23,12:48:23,1,1,19.8,1,1,43.3,1,1,19.1,1,1,49.0
24/11/23,12:48:34,1,1,19.8,1,1,43.3,1,1,19.1,1,1,49.0
24/11/23,12:48:46,1,1,19.8,1,1,43.4,1,1,19.1,1,1,49.1
24/11/23,12:50:15,1,1,19.8,1,1,43.3,1,1,19.1,1,1,49.8
24/11/23,12:50:26,1,1,19.8,1,1,43.3,1,1,19.1,1,1,50.1
24/11/23,12:50:38,1,1,19.8,1,1,43.3,1,1,19.1,1,1,50.3
24/11/23,12:50:49,1,1,19.8,1,1,43.3,1,1,19.1,1,1,50.4
24/11/23,12:51:00,1,1,19.8,1,1,43.5,1,1,19.1,1,1,50.4
24/11/23,12:51:11,1,1,19.8,1,1,43.5,1,1,19.1,1,1,50.5
24/11/23,12:51:22,1,1,19.8,1,1,43.5,1,1,19.1,1,1,50.6
24/11/23,12:51:34,1,1,19.8,1,1,43.5,1,1,19.1,1,1,50.8
24/11/23,12:51:45,1,1,19.8,1,1,43.5,1,1,19.1,1,1,50.8
24/11/23,12:51:56,1,1,19.8,1,1,43.5,1,1,19.1,1,1,50.9
24/11/23,12:52:07,1,1,19.8,1,1,43.6,1,1,19.1,1,1,50.9
24/11/23,12:52:19,1,1,19.8,1,1,43.6,1,1,19.1,1,1,50.9
24/11/23,12:52:30,1,1,19.8,1,1,43.6,1,1,19.1,1,1,50.9
24/11/23,12:52:41,1,1,19.8,1,1,43.6,1,1,19.1,1,1,50.9
24/11/23,12:52:52,1,1,19.8,1,1,43.7,1,1,19.1,1,1,50.9
24/11/23,12:53:03,1,1,19.8,1,1,43.7,1,1,19.1,1,1,50.9
24/11/23,12:53:15,1,1,19.8,1,1,43.8,1,1,19.1,1,1,50.9
24/11/23,12:53:26,1,1,19.8,1,1,43.8,1,1,19.1,1,1,50.8
24/11/23,12:53:37,1,1,19.8,1,1,43.8,1,1,19.1,1,1,50.8
24/11/23,12:53:48,1,1,19.8,1,1,43.8,1,1,19.1,1,1,50.8
24/11/23,12:55:07,1,1,19.8,1,1,44.4,1,1,19.1,1,1,50.3
24/11/23,12:55:18,1,1,19.8,1,1,44.4,1,1,19.1,1,1,50.2
24/11/23,12:55:29,1,1,19.8,1,1,44.1,1,1,19.1,1,1,50.2
24/11/23,12:55:40,1,1,19.8,1,1,43.9,1,1,19.1,1,1,50.0
24/11/23,12:55:51,1,1,19.8,1,1,43.6,1,1,19.1,1,1,50.0
24/11/23,12:56:03,1,1,19.8,1,1,44.2,1,1,19.1,1,1,49.9
24/11/23,12:56:14,1,1,19.8,1,1,44.0,1,1,19.1,1,1,49.9
24/11/23,12:56:25,1,1,19.8,1,1,44.0,1,1,19.1,1,1,49.8
24/11/23,12:56:36,1,1,19.8,1,1,43.8,1,1,19.1,1,1,49.7
24/11/23,12:56:47,1,1,19.8,1,1,43.8,1,1,19.1,1,1,49.7
24/11/23,12:56:59,1,1,19.8,1,1,43.8,1,1,19.1,1,1,49.4
24/11/23,12:57:10,1,1,19.8,1,1,43.8,1,1,19.1,1,1,49.4
24/11/23,12:57:21,1,1,19.8,1,1,43.7,1,1,19.1,1,1,49.2
24/11/23,12:57:32,1,1,19.8,1,1,44.1,1,1,19.2,1,1,49.2
24/11/23,12:57:44,1,1,19.8,1,1,44.0,1,1,19.2,1,1,49.1
24/11/23,12:57:55,1,1,19.8,1,1,43.9,1,1,19.2,1,1,49.0
24/11/23,12:58:06,1,1,19.8,1,1,43.8,1,1,19.2,1,1,48.8
24/11/23,12:58:17,1,1,19.8,1,1,43.8,1,1,19.2,1,1,48.7
24/11/23,12:58:28,1,1,19.8,1,1,43.6,1,1,19.2,1,1,48.7
24/11/23,12:58:40,1,1,19.8,1,1,43.8,1,1,19.2,1,1,48.7
24/11/23,13:00:09,1,1,19.8,1,1,43.6,1,1,19.2,1,1,48.7
24/11/23,13:00:20,1,1,19.8,1,1,43.6,1,1,19.2,1,1,48.6
24/11/23,13:00:31,1,1,19.8,1,1,43.6,1,1,19.2,1,1,48.6
24/11/23,13:00:42,1,1,19.8,1,1,43.9,1,1,19.2,1,1,48.7
24/11/23,13:00:54,1,1,19.8,1,1,43.7,1,1,19.2,1,1,48.7
24/11/23,13:01:05,1,1,19.8,1,1,43.4,1,1,19.2,1,1,48.7
24/11/23,13:01:16,1,1,19.8,1,1,43.3,1,1,19.2,1,1,48.7
24/11/23,13:01:27,1,1,19.8,1,1,43.3,1,1,19.2,1,1,48.8
24/11/23,13:01:38,1,1,19.8,1,1,43.4,1,1,19.2,1,1,48.8
24/11/23,13:01:50,1,1,19.8,1,1,43.6,1,1,19.2,1,1,48.9
24/11/23,13:02:01,1,1,19.8,1,1,43.6,1,1,19.2,1,1,49.1
24/11/23,13:02:12,1,1,19.8,1,1,43.6,1,1,19.2,1,1,49.2
24/11/23,13:02:23,1,1,19.8,1,1,43.7,1,1,19.2,1,1,49.5
24/11/23,13:02:34,1,1,19.8,1,1,43.8,1,1,19.2,1,1,49.6
24/11/23,13:02:46,1,1,19.8,1,1,43.7,1,1,19.2,1,1,49.9
24/11/23,13:02:57,1,1,19.8,1,1,43.7,1,1,19.2,1,1,50.1
24/11/23,13:03:08,1,1,19.8,1,1,43.7,1,1,19.2,1,1,50.3
24/11/23,13:03:19,1,1,19.8,1,1,43.7,1,1,19.2,1,1,50.5
24/11/23,13:03:31,1,1,19.8,1,1,43.7,1,1,19.2,1,1,50.6
24/11/23,13:03:42,1,1,19.8,1,1,43.8,1,1,19.2,1,1,50.7
24/11/23,13:05:11,1,1,19.8,1,1,44.2,1,1,19.2,1,1,51.1
24/11/23,13:05:23,1,1,19.8,1,1,44.0,1,1,19.2,1,1,51.0
24/11/23,13:05:34,1,1,19.8,1,1,43.9,1,1,19.2,1,1,51.0
24/11/23,13:05:45,1,1,19.8,1,1,44.2,1,1,19.2,1,1,51.0
24/11/23,13:05:56,1,1,19.8,1,1,44.4,1,1,19.2,1,1,50.9
24/11/23,13:06:07,1,1,19.8,1,1,44.7,1,1,19.2,1,1,50.8
24/11/23,13:06:19,1,1,19.8,1,1,44.5,1,1,19.2,1,1,50.7
24/11/23,13:06:30,1,1,19.8,1,1,44.2,1,1,19.2,1,1,50.7
24/11/23,13:06:41,1,1,19.8,1,1,44.1,1,1,19.2,1,1,50.7
24/11/23,13:06:52,1,1,19.8,1,1,44.1,1,1,19.2,1,1,50.7
24/11/23,13:07:03,1,1,19.8,1,1,44.2,1,1,19.2,1,1,50.6
24/11/23,13:07:15,1,1,19.8,1,1,44.0,1,1,19.2,1,1,50.4
24/11/23,13:07:26,1,1,19.8,1,1,44.1,1,1,19.2,1,1,50.4
24/11/23,13:07:37,1,1,19.8,1,1,44.3,1,1,19.2,1,1,50.3
24/11/23,13:07:48,1,1,19.8,1,1,44.3,1,1,19.2,1,1,50.1
24/11/23,13:08:00,1,1,19.8,1,1,44.3,1,1,19.2,1,1,50.1
24/11/23,13:08:11,1,1,19.8,1,1,44.4,1,1,19.2,1,1,50.1
24/11/23,13:08:22,1,1,19.8,1,1,44.4,1,1,19.2,1,1,50.1
24/11/23,13:08:33,1,1,19.8,1,1,44.9,1,1,19.2,1,1,49.9
24/11/23,13:08:44,1,1,19.8,1,1,44.6,1,1,19.2,1,1,49.9
24/11/23,13:10:14,1,1,19.8,1,1,44.1,1,1,19.2,1,1,49.0
24/11/23,13:10:25,1,1,19.8,1,1,44.5,1,1,19.2,1,1,49.0
24/11/23,13:10:36,1,1,19.8,1,1,44.7,1,1,19.2,1,1,48.9
24/11/23,13:10:48,1,1,19.8,1,1,44.0,1,1,19.2,1,1,48.8
24/11/23,13:10:59,1,1,19.8,1,1,43.9,1,1,19.2,1,1,48.7
24/11/23,13:11:10,1,1,19.8,1,1,44.2,1,1,19.2,1,1,48.7
24/11/23,13:11:21,1,1,19.8,1,1,44.1,1,1,19.2,1,1,48.7
24/11/23,13:11:32,1,1,19.8,1,1,44.1,1,1,19.2,1,1,48.7
24/11/23,13:11:44,1,1,19.8,1,1,44.0,1,1,19.2,1,1,48.7
24/11/23,13:11:55,1,1,19.8,1,1,44.4,1,1,19.2,1,1,48.7
24/11/23,13:12:06,1,1,19.8,1,1,44.0,1,1,19.2,1,1,48.6
24/11/23,13:12:17,1,1,19.8,1,1,44.2,1,1,19.2,1,1,48.6
24/11/23,13:12:29,1,1,19.8,1,1,44.0,1,1,19.2,1,1,48.7
24/11/23,13:12:40,1,1,19.8,1,1,44.0,1,1,19.2,1,1,48.7
24/11/23,13:12:51,1,1,19.8,1,1,43.6,1,1,19.2,1,1,48.7
24/11/23,13:13:02,1,1,19.8,1,1,43.6,1,1,19.2,1,1,48.7
24/11/23,13:13:13,1,1,19.8,1,1,43.6,1,1,19.2,1,1,48.7
24/11/23,13:13:24,1,1,19.8,1,1,43.9,1,1,19.2,1,1,48.8
24/11/23,13:13:36,1,1,19.8,1,1,43.9,1,1,19.2,1,1,48.8
24/11/23,13:13:47,1,1,19.8,1,1,43.7,1,1,19.2,1,1,48.8
24/11/23,13:15:17,1,1,19.8,1,1,43.8,1,1,19.1,1,1,49.1
24/11/23,13:15:28,1,1,19.8,1,1,44.5,1,1,19.1,1,1,49.1
24/11/23,13:15:39,1,1,19.8,1,1,44.2,1,1,19.1,1,1,49.1
24/11/23,13:15:50,1,1,19.8,1,1,43.7,1,1,19.1,1,1,49.1
24/11/23,13:16:01,1,1,19.8,1,1,43.6,1,1,19.0,1,1,49.2
24/11/23,13:16:13,1,1,19.8,1,1,43.4,1,1,19.0,1,1,49.2
24/11/23,13:16:24,1,1,19.8,1,1,43.4,1,1,19.0,1,1,49.2
24/11/23,13:16:35,1,1,19.8,1,1,43.5,1,1,19.0,1,1,49.3
24/11/23,13:16:46,1,1,19.8,1,1,43.5,1,1,19.0,1,1,49.3
24/11/23,13:16:57,1,1,19.8,1,1,43.5,1,1,19.0,1,1,49.3
24/11/23,13:17:09,1,1,19.8,1,1,43.8,1,1,18.9,1,1,49.3
24/11/23,13:17:20,1,1,19.8,1,1,44.0,1,1,18.9,1,1,49.3
24/11/23,13:17:31,1,1,19.8,1,1,43.5,1,1,18.9,1,1,49.3
24/11/23,13:17:42,1,1,19.8,1,1,43.3,1,1,18.9,1,1,49.3
24/11/23,13:17:53,1,1,19.8,1,1,43.3,1,1,18.9,1,1,49.3
24/11/23,13:18:05,1,1,19.8,1,1,43.8,1,1,18.9,1,1,49.3
24/11/23,13:18:16,1,1,19.8,1,1,43.8,1,1,18.9,1,1,49.3
24/11/23,13:18:27,1,1,19.8,1,1,43.6,1,1,18.8,1,1,49.3
24/11/23,13:18:38,1,1,19.8,1,1,43.4,1,1,18.8,1,1,49.3
24/11/23,13:18:49,1,1,19.8,1,1,43.4,1,1,18.8,1,1,49.4
24/11/23,13:20:19,1,1,19.8,1,1,43.2,1,1,18.7,1,1,49.6
24/11/23,13:20:30,1,1,19.8,1,1,43.5,1,1,18.7,1,1,49.6
24/11/23,13:20:42,1,1,19.8,1,1,43.5,1,1,18.7,1,1,49.6
24/11/23,13:20:53,1,1,19.8,1,1,43.1,1,1,18.6,1,1,49.7
24/11/23,13:21:04,1,1,19.8,1,1,43.2,1,1,18.6,1,1,49.7
24/11/23,13:21:15,1,1,19.8,1,1,43.4,1,1,18.6,1,1,49.7
24/11/23,13:21:26,1,1,19.8,1,1,43.2,1,1,18.6,1,1,49.7
24/11/23,13:21:38,1,1,19.8,1,1,43.2,1,1,18.6,1,1,49.7
24/11/23,13:21:49,1,1,19.8,1,1,43.0,1,1,18.6,1,1,49.8
24/11/23,13:22:00,1,1,19.8,1,1,43.0,1,1,18.6,1,1,49.8
24/11/23,13:22:11,1,1,19.8,1,1,43.0,1,1,18.5,1,1,49.9
24/11/23,13:22:22,1,1,19.8,1,1,43.0,1,1,18.5,1,1,49.9
24/11/23,13:22:34,1,1,19.8,1,1,43.2,1,1,18.5,1,1,49.9
24/11/23,13:22:45,1,1,19.8,1,1,43.3,1,1,18.5,1,1,50.0
24/11/23,13:22:56,1,1,19.8,1,1,43.7,1,1,18.5,1,1,50.0
24/11/23,13:23:07,1,1,19.8,1,1,44.1,1,1,18.5,1,1,50.1
24/11/23,13:23:18,1,1,19.8,1,1,42.8,1,1,18.5,1,1,50.1
24/11/23,13:23:30,1,1,19.8,1,1,42.8,1,1,18.5,1,1,50.1
24/11/23,13:23:41,1,1,19.8,1,1,42.8,1,1,18.5,1,1,50.1
24/11/23,13:23:52,1,1,19.8,1,1,42.8,1,1,18.5,1,1,50.1
24/11/23,13:25:22,1,1,19.8,1,1,42.9,1,1,18.5,1,1,50.4
24/11/23,13:25:33,1,1,19.8,1,1,42.9,1,1,18.5,1,1,50.5
24/11/23,13:25:44,1,1,19.8,1,1,42.9,1,1,18.5,1,1,50.6
24/11/23,13:25:56,1,1,19.8,1,1,43.2,1,1,18.5,1,1,50.8
24/11/23,13:26:07,1,1,19.8,1,1,43.1,1,1,18.5,1,1,50.8
24/11/23,13:26:18,1,1,19.8,1,1,43.0,1,1,18.5,1,1,50.9
24/11/23,13:26:29,1,1,19.8,1,1,43.1,1,1,18.5,1,1,51.0
24/11/23,13:26:40,1,1,19.8,1,1,43.2,1,1,18.5,1,1,51.3
24/11/23,13:26:52,1,1,19.8,1,1,43.3,1,1,18.5,1,1,51.4
24/11/23,13:27:03,1,1,19.8,1,1,43.5,1,1,18.5,1,1,51.4
24/11/23,13:27:14,1,1,19.8,1,1,43.5,1,1,18.5,1,1,51.5
24/11/23,13:27:25,1,1,19.8,1,1,43.5,1,1,18.5,1,1,51.6
24/11/23,13:27:36,1,1,19.8,1,1,43.5,1,1,18.5,1,1,51.6
24/11/23,13:27:48,1,1,19.8,1,1,44.1,1,1,18.5,1,1,51.7
24/11/23,13:27:59,1,1,19.8,1,1,43.9,1,1,18.5,1,1,51.7
24/11/23,13:28:10,1,1,19.8,1,1,43.7,1,1,18.5,1,1,51.7
24/11/23,13:28:21,1,1,19.8,1,1,43.6,1,1,18.5,1,1,51.7
24/11/23,13:28:32,1,1,19.8,1,1,43.9,1,1,18.5,1,1,51.7
24/11/23,13:28:44,1,1,19.8,1,1,43.9,1,1,18.5,1,1,51.7
24/11/23,13:28:55,1,1,19.8,1,1,43.8,1,1,18.6,1,1,51.7
24/11/23,13:30:13,1,1,19.8,1,1,44.1,1,1,18.7,1,1,51.6
24/11/23,13:30:24,1,1,19.8,1,1,44.3,1,1,18.7,1,1,51.6
24/11/23,13:30:36,1,1,19.8,1,1,44.2,1,1,18.8,1,1,51.5
24/11/23,13:30:47,1,1,19.8,1,1,44.0,1,1,18.8,1,1,51.5
24/11/23,13:30:58,1,1,19.8,1,1,44.1,1,1,18.8,1,1,51.5
24/11/23,13:31:09,1,1,19.8,1,1,44.0,1,1,18.8,1,1,51.5
24/11/23,13:31:21,1,1,19.8,1,1,44.1,1,1,18.8,1,1,51.4
24/11/23,13:31:32,1,1,19.8,1,1,44.1,1,1,18.9,1,1,51.4
24/11/23,13:31:43,1,1,19.8,1,1,44.1,1,1,18.9,1,1,51.2
24/11/23,13:31:54,1,1,19.8,1,1,44.0,1,1,18.9,1,1,51.2
24/11/23,13:32:05,1,1,19.8,1,1,44.5,1,1,18.9,1,1,51.1
24/11/23,13:32:17,1,1,19.8,1,1,44.0,1,1,18.9,1,1,51.1
24/11/23,13:32:28,1,1,19.8,1,1,44.0,1,1,19.0,1,1,51.0
24/11/23,13:32:39,1,1,19.8,1,1,43.9,1,1,19.0,1,1,51.0
24/11/23,13:32:50,1,1,19.8,1,1,43.9,1,1,19.0,1,1,50.8
24/11/23,13:33:01,1,1,19.8,1,1,43.9,1,1,19.0,1,1,50.7
24/11/23,13:33:13,1,1,19.8,1,1,43.9,1,1,19.0,1,1,50.6
24/11/23,13:33:24,1,1,19.8,1,1,43.9,1,1,19.1,1,1,50.5
24/11/23,13:33:35,1,1,19.8,1,1,44.1,1,1,19.1,1,1,50.5
24/11/23,13:33:46,1,1,19.8,1,1,44.1,1,1,19.1,1,1,50.4
24/11/23,13:35:16,1,1,19.8,1,1,44.3,1,1,19.2,1,1,49.8
24/11/23,13:35:27,1,1,19.8,1,1,44.1,1,1,19.2,1,1,49.8
24/11/23,13:35:38,1,1,19.8,1,1,44.0,1,1,19.2,1,1,49.6
24/11/23,13:35:49,1,1,19.8,1,1,43.9,1,1,19.2,1,1,49.5
24/11/23,13:36:01,1,1,19.8,1,1,43.9,1,1,19.3,1,1,49.4
24/11/23,13:36:12,1,1,19.8,1,1,44.0,1,1,19.3,1,1,49.2
24/11/23,13:36:23,1,1,19.8,1,1,43.9,1,1,19.3,1,1,49.2
24/11/23,13:36:34,1,1,19.8,1,1,43.9,1,1,19.3,1,1,49.1
24/11/23,13:36:45,1,1,19.8,1,1,43.8,1,1,19.3,1,1,49.1
24/11/23,13:36:57,1,1,19.8,1,1,43.8,1,1,19.3,1,1,49.0
24/11/23,13:37:08,1,1,19.8,1,1,43.7,1,1,19.3,1,1,48.9
24/11/23,13:37:19,1,1,19.8,1,1,44.2,1,1,19.3,1,1,48.8
24/11/23,13:37:30,1,1,19.8,1,1,44.4,1,1,19.3,1,1,48.7
24/11/23,13:37:42,1,1,19.8,1,1,44.1,1,1,19.3,1,1,48.6
24/11/23,13:37:53,1,1,19.8,1,1,44.0,1,1,19.3,1,1,48.6
24/11/23,13:38:04,1,1,19.8,1,1,44.0,1,1,19.3,1,1,48.5
24/11/23,13:38:15,1,1,19.8,1,1,43.7,1,1,19.3,1,1,48.5
24/11/23,13:38:26,1,1,19.8,1,1,43.5,1,1,19.3,1,1,48.5
24/11/23,13:38:38,1,1,19.8,1,1,43.7,1,1,19.3,1,1,48.5
24/11/23,13:38:49,1,1,19.8,1,1,43.5,1,1,19.3,1,1,48.6
24/11/23,13:40:18,1,1,19.8,1,1,43.7,1,1,19.3,1,1,48.9
24/11/23,13:40:30,1,1,19.8,1,1,43.4,1,1,19.3,1,1,48.9
24/11/23,13:40:41,1,1,19.8,1,1,43.6,1,1,19.3,1,1,49.0
24/11/23,13:40:52,1,1,19.8,1,1,43.5,1,1,19.3,1,1,49.0
24/11/23,13:41:03,1,1,19.8,1,1,43.7,1,1,19.3,1,1,49.1
24/11/23,13:41:14,1,1,19.8,1,1,43.9,1,1,19.3,1,1,49.1
24/11/23,13:41:26,1,1,19.8,1,1,43.6,1,1,19.3,1,1,49.1
24/11/23,13:41:37,1,1,19.8,1,1,43.2,1,1,19.3,1,1,49.2
24/11/23,13:41:48,1,1,19.8,1,1,43.2,1,1,19.3,1,1,49.2
24/11/23,13:41:59,1,1,19.8,1,1,43.2,1,1,19.2,1,1,49.3
24/11/23,13:42:10,1,1,19.8,1,1,43.2,1,1,19.2,1,1,49.4
24/11/23,13:42:22,1,1,19.8,1,1,43.1,1,1,19.2,1,1,49.4
24/11/23,13:42:33,1,1,19.8,1,1,43.3,1,1,19.2,1,1,49.4
24/11/23,13:42:44,1,1,19.8,1,1,43.3,1,1,19.2,1,1,49.4
24/11/23,13:42:55,1,1,19.8,1,1,43.2,1,1,19.2,1,1,49.4
24/11/23,13:43:06,1,1,19.8,1,1,43.6,1,1,19.1,1,1,49.4
24/11/23,13:43:18,1,1,19.8,1,1,44.0,1,1,19.1,1,1,49.4
24/11/23,13:43:29,1,1,19.8,1,1,43.7,1,1,19.0,1,1,49.4
24/11/23,13:43:40,1,1,19.8,1,1,43.7,1,1,19.0,1,1,49.4
24/11/23,13:43:51,1,1,19.8,1,1,43.6,1,1,19.0,1,1,49.4
24/11/23,13:45:21,1,1,19.8,1,1,43.6,1,1,19.0,1,1,50.6
24/11/23,13:45:32,1,1,19.8,1,1,43.7,1,1,19.0,1,1,50.8
24/11/23,13:45:43,1,1,19.8,1,1,43.7,1,1,19.0,1,1,51.1
24/11/23,13:45:55,1,1,19.8,1,1,43.7,1,1,19.0,1,1,51.2
24/11/23,13:46:06,1,1,19.8,1,1,43.6,1,1,18.9,1,1,51.4
